id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd
pbmc_c5_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,FCGR3A Monocytes,Monocyte,0.6,"{""cell_type"": ""Monocyte"", ""confidence"": 0.6}",end_turn,72,91,,0.001054
pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,Platelets,0.75,"{""cell_type"": ""Platelets"", ""confidence"": 0.75}",end_turn,153,527,,0.005576
pbmc_c5_n_genes_5_r0_symbol,symbol,n_genes,5,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,90,41,,0.00059
pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,90,172,,0.0019
pbmc_c5_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,108,198,,0.002196
pbmc_c5_n_genes_10_r0_symbol,symbol,n_genes,10,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.85,"```json
{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.85}
```",end_turn,117,39,,0.000624
pbmc_c5_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,277,,0.003076
pbmc_c5_noise_0_r0_symbol,symbol,noise,0,0,FCGR3A Monocytes,CD16+ (non-classical/intermediate) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical/intermediate) monocyte"", ""confidence"": 0.85}
```",end_turn,117,46,,0.000694
pbmc_c5_noise_2_r0_symbol,symbol,noise,2,0,FCGR3A Monocytes,Non-classical (CD16+) monocyte,0.85,"```json
{""cell_type"": ""Non-classical (CD16+) monocyte"", ""confidence"": 0.85}
```",end_turn,119,41,,0.000648
pbmc_c5_noise_0_r0_ensembl,ensembl,noise,0,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,268,,0.002986
pbmc_c5_noise_2_r1_symbol,symbol,noise,2,1,FCGR3A Monocytes,Monocyte (CD16+ non-classical monocyte),0.75,"```json
{""cell_type"": ""Monocyte (CD16+ non-classical monocyte)"", ""confidence"": 0.75}
```",end_turn,118,46,,0.000696
pbmc_c5_noise_2_r0_ensembl,ensembl,noise,2,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,153,270,,0.003006
pbmc_c5_noise_2_r2_symbol,symbol,noise,2,2,FCGR3A Monocytes,CD16+ Monocyte (Non-classical Monocyte),0.85,"```json
{""cell_type"": ""CD16+ Monocyte (Non-classical Monocyte)"", ""confidence"": 0.85}
```",end_turn,120,48,,0.00072
pbmc_c5_noise_2_r1_ensembl,ensembl,noise,2,1,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.75,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.75}",end_turn,153,396,,0.004266
pbmc_c5_noise_4_r0_symbol,symbol,noise,4,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.8,"{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.8}",end_turn,118,34,,0.000576
pbmc_c5_noise_4_r1_symbol,symbol,noise,4,1,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.75,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.75}",end_turn,124,36,,0.000608
pbmc_c5_noise_2_r2_ensembl,ensembl,noise,2,2,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.75,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.75}",end_turn,153,497,,0.005276
pbmc_c5_noise_4_r0_ensembl,ensembl,noise,4,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,352,,0.003826
pbmc_c5_noise_4_r2_symbol,symbol,noise,4,2,FCGR3A Monocytes,CD16+ non-classical monocyte,0.8,"{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.8}",end_turn,125,34,,0.00059
pbmc_c5_noise_6_r0_symbol,symbol,noise,6,0,FCGR3A Monocytes,Monocyte,0.65,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.65}
```",end_turn,122,31,,0.000554
pbmc_c5_noise_4_r1_ensembl,ensembl,noise,4,1,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.75,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.75}",end_turn,153,459,,0.004896
pbmc_c5_noise_6_r1_symbol,symbol,noise,6,1,FCGR3A Monocytes,Non-classical (CD16+) monocyte,0.7,"{""cell_type"": ""Non-classical (CD16+) monocyte"", ""confidence"": 0.7}",end_turn,121,36,,0.000602
pbmc_c5_noise_4_r2_ensembl,ensembl,noise,4,2,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.6,"```json
{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.6}
```",end_turn,153,524,,0.005546
pbmc_c5_noise_6_r2_symbol,symbol,noise,6,2,FCGR3A Monocytes,Non-classical monocyte (CD16+ monocyte),0.65,"```json
{""cell_type"": ""Non-classical monocyte (CD16+ monocyte)"", ""confidence"": 0.65}
```",end_turn,128,46,,0.000716
pbmc_c5_noise_6_r0_ensembl,ensembl,noise,6,0,FCGR3A Monocytes,"Monocyte (myeloid lineage, e.g., CD14+ monocyte/macrophage)",0.6,"{""cell_type"": ""Monocyte (myeloid lineage, e.g., CD14+ monocyte/macrophage)"", ""confidence"": 0.6}",end_turn,153,453,,0.004836
pbmc_c5_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,117,41,,0.000644
pbmc_c5_noise_6_r1_ensembl,ensembl,noise,6,1,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.6,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.6}",end_turn,153,530,,0.005606
pbmc_c5_noise_6_r2_ensembl,ensembl,noise,6,2,FCGR3A Monocytes,Natural killer (NK) cells,0.6,"{""cell_type"": ""Natural killer (NK) cells"", ""confidence"": 0.6}",end_turn,153,434,,0.004646
pbmc_c5_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,FCGR3A Monocytes,"CD16+ (non-classical/monocyte) - Monocyte, specifically FCGR3A+ Monocyte",0.85,"```json
{""cell_type"": ""CD16+ (non-classical/monocyte) - Monocyte, specifically FCGR3A+ Monocyte"", ""confidence"": 0.85}
```",end_turn,117,65,,0.000884
pbmc_c5_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,286,,0.003166
pbmc_c6_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726
pbmc_c5_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,260,,0.002906
pbmc_c6_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Dendritic cells,"Conventional dendritic cell (myeloid DC, CD1c+/cDC2)",0.7,"{""cell_type"": ""Conventional dendritic cell (myeloid DC, CD1c+/cDC2)"", ""confidence"": 0.7}",end_turn,123,50,,0.000746
pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,"Dendritic cell (antigen-presenting myeloid cell, e.g. conventional DC or monocyte/macrophage expressing high MHC class II)",0.75,"{""cell_type"": ""Dendritic cell (antigen-presenting myeloid cell, e.g. conventional DC or monocyte/macrophage expressing high MHC class II)"", ""confidence"": 0.75}",end_turn,153,309,,0.003396
pbmc_c6_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Dendritic cells,"Monocyte/Macrophage (myeloid, antigen-presenting cell)",0.75,"```json
{""cell_type"": ""Monocyte/Macrophage (myeloid, antigen-presenting cell)"", ""confidence"": 0.75}
```",end_turn,122,53,,0.000774
pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,Monocyte,0.75,"{""cell_type"": ""Monocyte"", ""confidence"": 0.75}",end_turn,153,269,,0.002996
pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,Monocyte (myeloid lineage),0.75,"```json
{""cell_type"": ""Monocyte (myeloid lineage)"", ""confidence"": 0.75}
```",end_turn,117,40,,0.000634
pbmc_c6_n_genes_1_r0_symbol,symbol,n_genes,1,0,Dendritic cells,"Antigen-presenting cell (e.g., dendritic cell/monocyte/B cell - MHC class II expressing)",0.3,"```json
{""cell_type"": ""Antigen-presenting cell (e.g., dendritic cell/monocyte/B cell - MHC class II expressing)"", ""confidence"": 0.3}
```",end_turn,72,66,,0.000804
pbmc_c6_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Dendritic cells,Neutrophil,0.75,"{""cell_type"": ""Neutrophil"", ""confidence"": 0.75}",end_turn,153,457,,0.004876
pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,Monocyte (myeloid lineage),0.75,"{""cell_type"": ""Monocyte (myeloid lineage)"", ""confidence"": 0.75}",end_turn,153,384,,0.004146
pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,Dendritic cell (HLA-DPA1+ antigen-presenting cell),0.4,"{""cell_type"": ""Dendritic cell (HLA-DPA1+ antigen-presenting cell)"", ""confidence"": 0.4}",end_turn,72,49,,0.000634
pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,"Dendritic cell (antigen-presenting myeloid cell, MHC class II high)",0.6,"{""cell_type"": ""Dendritic cell (antigen-presenting myeloid cell, MHC class II high)"", ""confidence"": 0.6}",end_turn,89,50,,0.000678
pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,"Dendritic cell (antigen-presenting cell expressing MHC class II genes HLA-DPA1, HLA-DPB1, HLA-DRA)",0.6,"{""cell_type"": ""Dendritic cell (antigen-presenting cell expressing MHC class II genes HLA-DPA1, HLA-DPB1, HLA-DRA)"", ""confidence"": 0.6}",end_turn,90,302,,0.0032
pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,"Antigen-presenting cell (e.g., dendritic cell, B cell, or monocyte/macrophage) - MHC class II high",0.6,"```json
{""cell_type"": ""Antigen-presenting cell (e.g., dendritic cell, B cell, or monocyte/macrophage) - MHC class II high"", ""confidence"": 0.6}
```",end_turn,102,70,,0.000904
pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726
pbmc_c6_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Dendritic cells,"Dendritic cell (or other MHC class II+ antigen-presenting cell, e.g., B cell/monocyte)",0.6,"{""cell_type"": ""Dendritic cell (or other MHC class II+ antigen-presenting cell, e.g., B cell/monocyte)"", ""confidence"": 0.6}",end_turn,108,446,,0.004676
pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726
pbmc_c6_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, antigen-presenting cell)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, antigen-presenting cell)"", ""confidence"": 0.85}",end_turn,153,410,,0.004406
pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}",end_turn,135,40,,0.00067
pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, MHC class II high)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, MHC class II high)"", ""confidence"": 0.85}",end_turn,153,434,,0.004646
pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,"Dendritic cell (myeloid/conventional DC, e.g., cDC2)",0.8,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC, e.g., cDC2)"", ""confidence"": 0.8}
```",end_turn,132,54,,0.000804
pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,Dendritic cell (myeloid/conventional DC or monocyte-derived antigen-presenting cell),0.7,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC or monocyte-derived antigen-presenting cell)"", ""confidence"": 0.7}
```",end_turn,134,62,,0.000888
pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,"Dendritic cell (or other antigen-presenting cell, e.g. B cell/monocyte) - based on strong MHC class II gene signature (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74)",0.6,"{""cell_type"": ""Dendritic cell (or other antigen-presenting cell, e.g. B cell/monocyte) - based on strong MHC class II gene signature (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74)"", ""confidence"": 0.6}",end_turn,153,513,,0.005436
pbmc_c6_noise_2_r1_ensembl,ensembl,noise,2,1,Dendritic cells,"Dendritic cell (myeloid/conventional DC, antigen-presenting cell)",0.75,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, antigen-presenting cell)"", ""confidence"": 0.75}",end_turn,153,485,,0.005156
pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.7,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.7}",end_turn,130,40,,0.00066
pbmc_c6_noise_4_r1_symbol,symbol,noise,4,1,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,136,45,,0.000722
pbmc_c6_noise_2_r2_ensembl,ensembl,noise,2,2,Dendritic cells,"Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)",0.65,"{""cell_type"": ""Dendritic cell (myeloid, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.65}",end_turn,153,607,,0.006376
pbmc_c6_noise_4_r2_symbol,symbol,noise,4,2,Dendritic cells,"Dendritic cell (conventional/myeloid DC, e.g. cDC2)",0.75,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC, e.g. cDC2)"", ""confidence"": 0.75}",end_turn,123,49,,0.000736
pbmc_c6_noise_4_r1_ensembl,ensembl,noise,4,1,Dendritic cells,Dendritic cell (conventional DC),0.85,"{""cell_type"": ""Dendritic cell (conventional DC)"", ""confidence"": 0.85}",end_turn,153,371,,0.004016
pbmc_c6_noise_6_r0_symbol,symbol,noise,6,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}",end_turn,133,40,,0.000666
pbmc_c6_noise_4_r2_ensembl,ensembl,noise,4,2,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.7}",end_turn,153,432,,0.004626
pbmc_c6_noise_4_r0_ensembl,ensembl,noise,4,0,Dendritic cells,"Myeloid dendritic cells (cDC2), based on high expression of HLA class II genes (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB5) together with CST3 and FCER1A, a classic blood DC marker set",0.8,"```json
{""cell_type"": ""Myeloid dendritic cells (cDC2), based on high expression of HLA class II genes (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB5) together with CST3 and FCER1A, a classic blood DC marker set"", ""confidence"": 0.8}
```",end_turn,153,919,,0.009496
pbmc_c6_noise_6_r1_symbol,symbol,noise,6,1,Dendritic cells,Conventional dendritic cell (cDC1),0.65,"{""cell_type"": ""Conventional dendritic cell (cDC1)"", ""confidence"": 0.65}",end_turn,126,125,,0.001502
pbmc_c6_noise_6_r0_ensembl,ensembl,noise,6,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)",0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.6}",end_turn,153,401,,0.004316
pbmc_c6_noise_6_r2_symbol,symbol,noise,6,2,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}",end_turn,127,40,,0.000654
pbmc_c6_noise_6_r1_ensembl,ensembl,noise,6,1,Dendritic cells,"Conventional dendritic cell (cDC1), marked by high MHC class II expression (HLA-DRA, HLA-DPB1, HLA-DPA1, HLA-DMA) and BATF3, a key transcription factor for cDC1 lineage commitment, along with CST3",0.75,"{""cell_type"": ""Conventional dendritic cell (cDC1), marked by high MHC class II expression (HLA-DRA, HLA-DPB1, HLA-DPA1, HLA-DMA) and BATF3, a key transcription factor for cDC1 lineage commitment, along with CST3"", ""confidence"": 0.75}",end_turn,153,413,,0.004436
pbmc_c6_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726
pbmc_c6_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726
pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, HLA-II high)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, HLA-II high)"", ""confidence"": 0.85}",end_turn,153,305,,0.003356
pbmc_c6_noise_6_r2_ensembl,ensembl,noise,6,2,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.6,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.6}
```",end_turn,153,534,,0.005646
pbmc_c7_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614
pbmc_c6_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Dendritic cells,"Myeloid dendritic cell (conventional DC), based on strong MHC class II gene expression (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74) plus CST3 and FCER1A",0.85,"{""cell_type"": ""Myeloid dendritic cell (conventional DC), based on strong MHC class II gene expression (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74) plus CST3 and FCER1A"", ""confidence"": 0.85}",end_turn,153,455,,0.004856
pbmc_c7_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.85,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.85}",end_turn,120,151,,0.00175
pbmc_c7_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,328,,0.003586
pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Megakaryocyte/Platelet,0.85,"{""cell_type"": ""Megakaryocyte/Platelet"", ""confidence"": 0.85}",end_turn,123,34,,0.000586
pbmc_c7_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Megakaryocytes,Platelet,0.6,"```json
{""cell_type"": ""Platelet"", ""confidence"": 0.6}
```",end_turn,124,30,,0.000548
pbmc_c7_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.75,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}",end_turn,153,393,,0.004236
pbmc_c7_n_genes_1_r0_symbol,symbol,n_genes,1,0,Megakaryocytes,Platelets/Megakaryocytes,0.9,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.9}",end_turn,67,34,,0.000474
pbmc_c7_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Megakaryocytes,Platelets,0.75,"{""cell_type"": ""Platelets"", ""confidence"": 0.75}",end_turn,153,312,,0.003426
pbmc_c7_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,72,93,,0.001074
pbmc_c7_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Megakaryocytes,Platelets (Megakaryocyte-derived),0.8,"```json
{""cell_type"": ""Platelets (Megakaryocyte-derived)"", ""confidence"": 0.8}
```",end_turn,153,811,,0.008416
pbmc_c7_n_genes_3_r0_symbol,symbol,n_genes,3,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,77,34,,0.000494
pbmc_c7_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,90,137,,0.00155
pbmc_c7_n_genes_5_r0_symbol,symbol,n_genes,5,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,87,39,,0.000564
pbmc_c7_n_genes_10_r0_symbol,symbol,n_genes,10,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,112,34,,0.000564
pbmc_c7_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,108,213,,0.002346
pbmc_c7_noise_0_r0_symbol,symbol,noise,0,0,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614
pbmc_c7_noise_2_r0_symbol,symbol,noise,2,0,Megakaryocytes,Platelets,0.97,"{""cell_type"": ""Platelets"", ""confidence"": 0.97}",end_turn,117,25,,0.000484
pbmc_c7_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Megakaryocytes,Platelets (thrombocytes),0.95,"{""cell_type"": ""Platelets (thrombocytes)"", ""confidence"": 0.95}",end_turn,153,416,,0.004466
pbmc_c7_noise_0_r0_ensembl,ensembl,noise,0,0,Megakaryocytes,Platelets (Megakaryocyte-derived),0.97,"{""cell_type"": ""Platelets (Megakaryocyte-derived)"", ""confidence"": 0.97}",end_turn,153,331,,0.003616
pbmc_c7_noise_2_r1_symbol,symbol,noise,2,1,Megakaryocytes,Platelets/Megakaryocytes,0.95,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}",end_turn,113,34,,0.000566
pbmc_c7_noise_2_r0_ensembl,ensembl,noise,2,0,Megakaryocytes,Platelets,0.95,"{""cell_type"": ""Platelets"", ""confidence"": 0.95}",end_turn,153,296,,0.003266
pbmc_c7_noise_2_r2_symbol,symbol,noise,2,2,Megakaryocytes,Platelets/Megakaryocytes,0.95,"```json
{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.95}
```",end_turn,112,39,,0.000614
pbmc_c7_noise_2_r1_ensembl,ensembl,noise,2,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,300,,0.003306
pbmc_c7_noise_4_r0_symbol,symbol,noise,4,0,Megakaryocytes,Platelet / Megakaryocyte,0.95,"{""cell_type"": ""Platelet / Megakaryocyte"", ""confidence"": 0.95}",end_turn,115,34,,0.00057
pbmc_c7_noise_2_r2_ensembl,ensembl,noise,2,2,Megakaryocytes,Platelets (megakaryocyte-derived),0.95,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.95}",end_turn,153,411,,0.004416
pbmc_c7_noise_4_r1_symbol,symbol,noise,4,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"```json
{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}
```",end_turn,121,42,,0.000662
pbmc_c7_noise_4_r0_ensembl,ensembl,noise,4,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,153,357,,0.003876
pbmc_c7_noise_4_r2_symbol,symbol,noise,4,2,Megakaryocytes,Platelets,0.95,"{""cell_type"": ""Platelets"", ""confidence"": 0.95}",end_turn,125,69,,0.00094
pbmc_c7_noise_4_r1_ensembl,ensembl,noise,4,1,Megakaryocytes,Platelets (megakaryocyte-derived),0.85,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.85}",end_turn,153,369,,0.003996
pbmc_c7_noise_6_r0_symbol,symbol,noise,6,0,Megakaryocytes,Platelets/Megakaryocytes,0.7,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.7}",end_turn,122,34,,0.000584
pbmc_c7_noise_4_r2_ensembl,ensembl,noise,4,2,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,153,397,,0.004276
pbmc_c7_noise_6_r1_symbol,symbol,noise,6,1,Megakaryocytes,Megakaryocyte/Platelet,0.85,"```json
{""cell_type"": ""Megakaryocyte/Platelet"", ""confidence"": 0.85}
```",end_turn,123,39,,0.000636
